Arrangement Type,Unit Price,Quantity,Total Price,Cost,Labor
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Cascading Flowers,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Flower Cloud,$400.00 ,1,$400.00 ,$80.00 ,$40.00 
Bridesmaid Bouquet,$60.00 ,7,$420.00 ,$84.00 ,$63.00 
Bridesmaid Bouquet,$60.00 ,7,$420.00 ,$84.00 ,$63.00 
Bridesmaid Bouquet,$70.00 ,6,$420.00 ,$84.00 ,$63.00 
Bridesmaid Bouquet,$70.00 ,6,$420.00 ,$84.00 ,$63.00 
Small Arrangement,$55.00 ,8,$440.00 ,$88.00 ,$66.00 
Small Arrangement,$55.00 ,8,$440.00 ,$88.00 ,$66.00 
Bridesmaid Bouquet,$110.00 ,4,$440.00 ,$88.00 ,$44.00 
Bridesmaid Bouquet,$110.00 ,4,$440.00 ,$88.00 ,$44.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Boutonniere,$30.00 ,15,$450.00 ,$90.00 ,$90.00 
Bridesmaid Bouquet,$50.00 ,9,$450.00 ,$90.00 ,$67.50 
Bridesmaid Bouquet,$50.00 ,9,$450.00 ,$90.00 ,$67.50 
Small Arrangement,$75.00 ,6,$450.00 ,$90.00 ,$67.50 
Small Arrangement,$75.00 ,6,$450.00 ,$90.00 ,$67.50 
Small Arrangement,$75.00 ,6,$450.00 ,$90.00 ,$67.50 
Small Arrangement,$75.00 ,6,$450.00 ,$90.00 ,$67.50 
Bridesmaid Bouquet,$90.00 ,5,$450.00 ,$90.00 ,$45.00 
Bridesmaid Bouquet,$90.00 ,5,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Medium Arrangement,$150.00 ,3,$450.00 ,$90.00 ,$45.00 
Flower Cloud,$225.00 ,2,$450.00 ,$90.00 ,$45.00 
Flower Cloud,$225.00 ,2,$450.00 ,$90.00 ,$45.00 
Flower Cloud,$225.00 ,2,$450.00 ,$90.00 ,$45.00 
Flower Cloud,$225.00 ,2,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Cascading Flowers,$450.00 ,1,$450.00 ,$90.00 ,$45.00 
Bridesmaid Bouquet,$60.00 ,8,$480.00 ,$96.00 ,$72.00 
Bridesmaid Bouquet,$60.00 ,8,$480.00 ,$96.00 ,$72.00 
Bridesmaid Bouquet,$80.00 ,6,$480.00 ,$96.00 ,$72.00 
Bridesmaid Bouquet,$80.00 ,6,$480.00 ,$96.00 ,$72.00 
Bridesmaid Bouquet,$70.00 ,7,$490.00 ,$98.00 ,$73.50 
Bridesmaid Bouquet,$70.00 ,7,$490.00 ,$98.00 ,$73.50 
Small Arrangement,$55.00 ,9,$495.00 ,$99.00 ,$74.25 
Small Arrangement,$55.00 ,9,$495.00 ,$99.00 ,$74.25 
Small Arrangement,$55.00 ,9,$495.00 ,$99.00 ,$74.25 
Small Arrangement,$55.00 ,9,$495.00 ,$99.00 ,$74.25 
Bridesmaid Bouquet,$50.00 ,10,$500.00 ,$100.00 ,$100.00 
Bridesmaid Bouquet,$50.00 ,10,$500.00 ,$100.00 ,$100.00 
Bridesmaid Bouquet,$100.00 ,5,$500.00 ,$100.00 ,$50.00 
Bridesmaid Bouquet,$100.00 ,5,$500.00 ,$100.00 ,$50.00 
Medium Arrangement,$125.00 ,4,$500.00 ,$100.00 ,$50.00 
Medium Arrangement,$125.00 ,4,$500.00 ,$100.00 ,$50.00 
Medium Arrangement,$125.00 ,4,$500.00 ,$100.00 ,$50.00 
Medium Arrangement,$125.00 ,4,$500.00 ,$100.00 ,$50.00 
Medium Arrangement,$125.00 ,4,$500.00 ,$100.00 ,$50.00 
Medium Arrangement,$125.00 ,4,$500.00 ,$100.00 ,$50.00 
Cake Meadow,$250.00 ,2,$500.00 ,$100.00 ,$50.00 
Flower Cloud,$250.00 ,2,$500.00 ,$100.00 ,$50.00 
Flower Cloud,$250.00 ,2,$500.00 ,$100.00 ,$50.00 
Flower Cloud,$250.00 ,2,$500.00 ,$100.00 ,$50.00 
Cake Meadow,$250.00 ,2,$500.00 ,$100.00 ,$50.00 
Flower Cloud,$250.00 ,2,$500.00 ,$100.00 ,$50.00 
Flower Cloud,$250.00 ,2,$500.00 ,$100.00 ,$50.00 
Flower Cloud,$250.00 ,2,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Arch,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Arch,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Arch,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Cascading Flowers,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Arch,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Arch,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Arch,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Flower Ground Meadow,$500.00 ,1,$500.00 ,$100.00 ,$50.00 
Small Arrangement,$75.00 ,7,$525.00 ,$105.00 ,$78.75 
Small Arrangement,$75.00 ,7,$525.00 ,$105.00 ,$78.75 
Small Arrangement,$75.00 ,7,$525.00 ,$105.00 ,$78.75 
Small Arrangement,$75.00 ,7,$525.00 ,$105.00 ,$78.75 
Flower Cloud,$175.00 ,3,$525.00 ,$105.00 ,$52.50 
Medium Arrangement,$175.00 ,3,$525.00 ,$105.00 ,$52.50 
Flower Cloud,$175.00 ,3,$525.00 ,$105.00 ,$52.50 
Medium Arrangement,$175.00 ,3,$525.00 ,$105.00 ,$52.50 
Bridesmaid Bouquet,$60.00 ,9,$540.00 ,$108.00 ,$81.00 
Bridesmaid Bouquet,$60.00 ,9,$540.00 ,$108.00 ,$81.00 
Bridesmaid Bouquet,$90.00 ,6,$540.00 ,$108.00 ,$81.00 
Bridesmaid Bouquet,$90.00 ,6,$540.00 ,$108.00 ,$81.00 
Bridesmaid Bouquet,$50.00 ,11,$550.00 ,$110.00 ,$110.00 
Bridesmaid Bouquet,$50.00 ,11,$550.00 ,$110.00 ,$110.00 
Bridesmaid Bouquet,$110.00 ,5,$550.00 ,$110.00 ,$55.00 
Bridesmaid Bouquet,$110.00 ,5,$550.00 ,$110.00 ,$55.00 
Flower Cloud,$275.00 ,2,$550.00 ,$110.00 ,$55.00 
Flower Cloud,$275.00 ,2,$550.00 ,$110.00 ,$55.00 
Flower Cloud,$275.00 ,2,$550.00 ,$110.00 ,$55.00 
Flower Cloud,$275.00 ,2,$550.00 ,$110.00 ,$55.00 
Flower Cloud,$275.00 ,2,$550.00 ,$110.00 ,$55.00 
Flower Cloud,$275.00 ,2,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Cascading Flowers,$550.00 ,1,$550.00 ,$110.00 ,$55.00 
Bridesmaid Bouquet,$70.00 ,8,$560.00 ,$112.00 ,$84.00 
Bridesmaid Bouquet,$70.00 ,8,$560.00 ,$112.00 ,$84.00 
Bridesmaid Bouquet,$80.00 ,7,$560.00 ,$112.00 ,$84.00 
Bridesmaid Bouquet,$80.00 ,7,$560.00 ,$112.00 ,$84.00 
Bridesmaid Bouquet,$50.00 ,12,$600.00 ,$120.00 ,$120.00 
Bridesmaid Bouquet,$50.00 ,12,$600.00 ,$120.00 ,$120.00 
Bridesmaid Bouquet,$60.00 ,10,$600.00 ,$120.00 ,$120.00 
Bridesmaid Bouquet,$60.00 ,10,$600.00 ,$120.00 ,$120.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Small Arrangement,$75.00 ,8,$600.00 ,$120.00 ,$90.00 
Bridesmaid Bouquet,$100.00 ,6,$600.00 ,$120.00 ,$90.00 
Bridesmaid Bouquet,$100.00 ,6,$600.00 ,$120.00 ,$90.00 
Medium Arrangement,$150.00 ,4,$600.00 ,$120.00 ,$60.00 
Medium Arrangement,$150.00 ,4,$600.00 ,$120.00 ,$60.00 
Medium Arrangement,$150.00 ,4,$600.00 ,$120.00 ,$60.00 
Medium Arrangement,$150.00 ,4,$600.00 ,$120.00 ,$60.00 
Medium Arrangement,$150.00 ,4,$600.00 ,$120.00 ,$60.00 
Medium Arrangement,$150.00 ,4,$600.00 ,$120.00 ,$60.00 
Cake Meadow,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Cake Meadow,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Cake Meadow,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Cascading Flowers,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Cascading Flowers,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Flower Cloud,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Flower Cloud,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Cake Meadow,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Cake Meadow,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Cake Meadow,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Cascading Flowers,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Cascading Flowers,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Flower Cloud,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Flower Cloud,$300.00 ,2,$600.00 ,$120.00 ,$60.00 
Cascading Flowers,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Cascading Flowers,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Cascading Flowers,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Cascading Flowers,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Cascading Flowers,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
Flower Ground Meadow,$600.00 ,1,$600.00 ,$120.00 ,$60.00 
